x,y,label
1.8671348068488125,0.11149414756482105,1
0.43054780670089593,0.9061348401371767,0
0.4985923826336244,-0.3517141789677448,1
-0.9543213211906302,0.2528291965498904,0
0.4152182508293218,-0.30359726492747086,1
0.2997391176430282,-0.26971520683396916,1
-0.9366343798030289,0.2161612972964695,0
1.6549233954891431,-0.2569799194576051,1
0.9695322872969365,0.26528989153358656,0
0.48447554143753696,-0.3369748717749543,1
1.0154420003958973,0.18236011802266439,0
0.3850277863920472,-0.3004387993849931,1
0.06591534671440422,0.13626211912303784,1
-0.24078512819117248,0.9664593452689583,0
0.40647774342181664,0.9207041017910548,0
0.6511492600709,0.7010213051257044,0
-0.6723532344448907,0.724691290703961,0
0.9500145378867807,0.30485639137458664,0
1.5072300838836743,-0.39992741252991065,1
1.928285059332593,0.022816096501157717,1
-0.5032436427670203,0.8215712662981833,0
1.4758302328113444,-0.31173205098599543,1
1.9926778772394826,0.4499479370115991,1
0.059973024682914544,0.2568108872103279,1
1.9753384886566352,0.2711634465762504,1
1.0240297730862749,0.3045954556957759,0
0.16032612631989301,-0.002128128521893889,1
-0.9607830934501126,0.1454546207093116,0
-0.7763401584247143,0.5716607288816338,0
1.0448473458763723,0.056680660896080176,0
-0.38411119982830777,0.8968288558896247,0
-0.9870037248649013,0.18196235507327368,0
-0.21638264969694077,0.9867795030657949,0
-0.9100279502435492,0.2989025951194695,0
0.024154735614720483,0.27998906058175904,1
0.19072071433193724,0.9510804924860682,0
1.355505726925288,-0.4202603232601764,1
0.37888689672608655,-0.24944243451574524,1
0.025431272131123294,0.2609301082255592,1
0.692401177817207,0.7169612949102273,0
0.8920407900134689,0.3369382716457679,0
2.0223112200728326,0.2500997509128774,1
0.6745799732920273,0.6452791888863171,0
-0.28481592354156127,0.9243776530139259,0
1.2630128325024665,-0.44659336268121375,1
-0.8729969994724556,0.5905407923761319,0
0.005869620798891008,0.9899769327651303,0
-1.015745707510818,0.4077916476723979,0
0.9341815440662282,0.16899610383593872,0
1.3652990462524905,-0.36915988934414057,1
1.1435543115192994,-0.4778644458810144,1
0.7310379728106688,0.7265678035310067,0
0.8677312580294049,-0.4794729842210967,1
0.7890023732254113,0.6165058880792295,0
-0.9828336230436898,0.27084263098682715,0
1.6377369355135303,-0.22816218756424014,1
0.2505657051217088,-0.22731348565719572,1
1.5847548951849708,-0.27331307289592455,1
0.18691476013215116,-0.08871748965688517,1
0.3922167621134094,0.9348628984165356,0
0.8872862621266778,-0.5032685974502474,1
-0.515815775330455,0.8174945566841518,0
1.3760177429646874,-0.4679097921440555,1
0.02087082627706077,0.23335157364520173,1
1.9514982376143901,0.4754863494600944,1
1.8873275341798725,0.0565703612339033,1
-0.9925706255984004,0.07865210557793287,0
1.0430558297195682,-0.5121096584298372,1
0.9433615458768768,0.3583190841967604,0
0.9621667074696396,-0.4980097414599632,1
0.8332305513995857,-0.5092144171800219,1
0.3161429936981368,0.9861240659064543,0
0.639942134389612,-0.46727414566872966,1
-0.007168128314784378,0.3578469109864842,1
-0.7286250520125241,0.7316380683209348,0
0.5041025648299157,0.8598989626000253,0
1.353624587734957,-0.3611711450884764,1
-0.8215042926777401,0.6276783032230264,0
0.42086029750561416,0.9281208014237139,0
1.8384658542636187,-0.04019926422938559,1
0.9778649145112227,0.21087808069623568,0
-0.8730248280575621,0.49817454306103814,0
0.9314103601576638,-0.5397482004638289,1
1.1709997162163925,-0.4074164728825786,1
1.5423607896462415,-0.2749081519400427,1
0.9702261386844859,-0.5133940874082741,1
1.8238626152258823,-0.04198213631210208,1
0.05618652039725401,0.9916077783931906,0
0.6168668875920684,0.7426300914679318,0
1.4279151796458465,-0.4310554211338949,1
1.1777667797389182,-0.507356003365128,1
1.6676883007438035,-0.2973491746388335,1
0.7996764864067599,0.6384346031149294,0
0.534821107027143,0.8152188274623677,0
1.9721462070957416,0.10989765031292512,1
1.9169876888575237,0.01393289903998968,1
-0.47975799262924296,0.8869657943226247,0
0.27339459464418137,-0.16661671200196704,1
1.024024442262859,-0.5275893036601278,1
1.982303589890508,0.2453724789103424,1
-0.9694657890782091,0.23094234018490675,0
